With: 

static,1 

max_iter: 30000 
tolerance: 1.0e-3 
start_T: 0.0

For different N sizes: 

N=20
threads  time  iterations 
1 0.038406 457
2 0.040049 457
4 0.026281 457
8 0.022879 457
12 0.023313 457

N=50
threads  time  iterations 
1 2.303468 2574
2 1.386673 2574
4 0.765191 2547
8 0.465803 2574
12 0.400461 2574

N=100
threads  time  iterations 
1 63.081955 9732 
2 35.763403 9732
4 19.232928 9732 
8 10.151493 9732
12 7.174712 9732
16 6.614473 9732 


