     2.344   1051.653 0 # matmult_nat
     9.375   1927.951 0 # matmult_nat
    58.594   1738.797 0 # matmult_nat
   234.375   1685.339 0 # matmult_nat
   937.500   1396.259 0 # matmult_nat
  5859.375   1206.318 0 # matmult_nat
 23437.500   1161.896 0 # matmult_nat
 93750.000    680.605 248 # matmult_nat
     2.344    944.910 0 # matmult_mnk
     9.375   1734.968 0 # matmult_mnk
    58.594   1570.092 0 # matmult_mnk
   234.375   1585.616 0 # matmult_mnk
   937.500   1306.894 0 # matmult_mnk
  5859.375   1141.007 0 # matmult_mnk
 23437.500   1136.950 0 # matmult_mnk
 93750.000    654.359 248 # matmult_mnk
     2.344    799.785 0 # matmult_mkn
     9.375   1556.749 0 # matmult_mkn
    58.594   1971.425 0 # matmult_mkn
   234.375   2004.105 0 # matmult_mkn
   937.500   2180.035 0 # matmult_mkn
  5859.375   2317.605 0 # matmult_mkn
 23437.500   2369.199 0 # matmult_mkn
 93750.000   2149.983 248 # matmult_mkn
     2.344    890.758 0 # matmult_nmk
     9.375   1552.127 0 # matmult_nmk
    58.594   1412.548 0 # matmult_nmk
   234.375   1435.385 0 # matmult_nmk
   937.500   1301.069 0 # matmult_nmk
  5859.375   1165.745 0 # matmult_nmk
 23437.500   1230.905 0 # matmult_nmk
 93750.000    686.315 248 # matmult_nmk
     2.344    799.281 0 # matmult_nkm
     9.375   1320.353 0 # matmult_nkm
    58.594   1299.989 0 # matmult_nkm
   234.375   1320.885 0 # matmult_nkm
   937.500    992.117 0 # matmult_nkm
  5859.375    502.169 0 # matmult_nkm
 23437.500    504.149 0 # matmult_nkm
 93750.000    336.307 248 # matmult_nkm
     2.344    841.759 0 # matmult_kmn
     9.375   1567.084 0 # matmult_kmn
    58.594   1976.392 0 # matmult_kmn
   234.375   2070.270 0 # matmult_kmn
   937.500   2012.510 0 # matmult_kmn
  5859.375   2096.349 0 # matmult_kmn
 23437.500   2144.290 0 # matmult_kmn
 93750.000   1888.411 248 # matmult_kmn
     2.344    803.269 0 # matmult_knm
     9.375   1329.735 0 # matmult_knm
    58.594   1339.023 0 # matmult_knm
   234.375   1367.622 0 # matmult_knm
   937.500    966.891 0 # matmult_knm
  5859.375    497.363 0 # matmult_knm
 23437.500    497.655 0 # matmult_knm
 93750.000    332.141 248 # matmult_knm
     2.344   1081.331 0 # matmult_lib
     9.375   2920.791 0 # matmult_lib
    58.594   6246.569 0 # matmult_lib
   234.375   7005.827 0 # matmult_lib
   937.500   8221.542 0 # matmult_lib
  5859.375   8386.425 0 # matmult_lib
 23437.500   8481.759 0 # matmult_lib
 93750.000   8501.705 0 # matmult_lib
%10 20 50 100 200 500 1000 2000
