     2.344    954.777 0 # matmult_nat
     9.375   1753.820 0 # matmult_nat
    58.594   1627.279 0 # matmult_nat
   234.375   1584.989 0 # matmult_nat
   937.500   1365.858 0 # matmult_nat
  5859.375   1182.172 0 # matmult_nat
 23437.500   1219.530 0 # matmult_nat
 93750.000    708.647 248 # matmult_nat
     2.344    858.439 0 # matmult_mnk
     9.375   1458.561 0 # matmult_mnk
    58.594   1441.704 0 # matmult_mnk
   234.375   1373.665 0 # matmult_mnk
   937.500   1182.097 0 # matmult_mnk
  5859.375    992.150 0 # matmult_mnk
 23437.500   1095.688 0 # matmult_mnk
 93750.000    677.422 248 # matmult_mnk
     2.344    871.871 0 # matmult_mkn
     9.375   1699.023 0 # matmult_mkn
    58.594   2190.052 0 # matmult_mkn
   234.375   2305.567 0 # matmult_mkn
   937.500   2288.942 0 # matmult_mkn
  5859.375   2354.400 0 # matmult_mkn
 23437.500   2423.161 0 # matmult_mkn
 93750.000   2166.187 248 # matmult_mkn
     2.344    948.341 0 # matmult_nmk
     9.375   1722.481 0 # matmult_nmk
    58.594   1591.238 0 # matmult_nmk
   234.375   1574.665 0 # matmult_nmk
   937.500   1375.553 0 # matmult_nmk
  5859.375   1200.484 0 # matmult_nmk
 23437.500   1215.771 0 # matmult_nmk
 93750.000    602.765 248 # matmult_nmk
     2.344    821.107 0 # matmult_nkm
     9.375   1388.695 0 # matmult_nkm
    58.594   1582.342 0 # matmult_nkm
   234.375   1410.750 0 # matmult_nkm
   937.500   1006.674 0 # matmult_nkm
  5859.375    502.920 0 # matmult_nkm
 23437.500    501.850 0 # matmult_nkm
 93750.000    319.309 248 # matmult_nkm
     2.344    871.390 0 # matmult_kmn
     9.375   1697.144 0 # matmult_kmn
    58.594   2202.863 0 # matmult_kmn
   234.375   2317.102 0 # matmult_kmn
   937.500   2189.681 0 # matmult_kmn
  5859.375   2295.727 0 # matmult_kmn
 23437.500   2391.335 0 # matmult_kmn
 93750.000   1990.359 248 # matmult_kmn
     2.344    820.315 0 # matmult_knm
     9.375   1396.610 0 # matmult_knm
    58.594   1581.312 0 # matmult_knm
   234.375   1467.515 0 # matmult_knm
   937.500    985.389 0 # matmult_knm
  5859.375    497.620 0 # matmult_knm
 23437.500    497.350 0 # matmult_knm
 93750.000    321.577 248 # matmult_knm
     2.344   1071.763 0 # matmult_lib
     9.375   2914.304 0 # matmult_lib
    58.594   6287.885 0 # matmult_lib
   234.375   6990.555 0 # matmult_lib
   937.500   8229.729 0 # matmult_lib
  5859.375   8384.590 0 # matmult_lib
 23437.500   8495.644 0 # matmult_lib
 93750.000   8501.303 0 # matmult_lib
%10 20 50 100 200 500 1000 2000
