     2.344   1041.909 0 # matmult_nat
     9.375   1903.468 0 # matmult_nat
    58.594   1733.618 0 # matmult_nat
   234.375   1670.774 0 # matmult_nat
   937.500   1400.098 0 # matmult_nat
  5859.375   1191.585 0 # matmult_nat
 23437.500   1156.221 0 # matmult_nat
 93750.000    666.815 248 # matmult_nat
     2.344    947.666 0 # matmult_mnk
     9.375   1730.702 0 # matmult_mnk
    58.594   1568.184 0 # matmult_mnk
   234.375   1580.586 0 # matmult_mnk
   937.500   1325.564 0 # matmult_mnk
  5859.375   1138.267 0 # matmult_mnk
 23437.500   1139.570 0 # matmult_mnk
 93750.000    639.119 248 # matmult_mnk
     2.344    879.140 0 # matmult_mkn
     9.375   1697.505 0 # matmult_mkn
    58.594   2171.013 0 # matmult_mkn
   234.375   2305.996 0 # matmult_mkn
   937.500   2291.896 0 # matmult_mkn
  5859.375   2352.803 0 # matmult_mkn
 23437.500   2423.082 0 # matmult_mkn
 93750.000   2197.412 248 # matmult_mkn
     2.344    949.844 0 # matmult_nmk
     9.375   1718.958 0 # matmult_nmk
    58.594   1589.271 0 # matmult_nmk
   234.375   1579.610 0 # matmult_nmk
   937.500   1382.947 0 # matmult_nmk
  5859.375   1201.099 0 # matmult_nmk
 23437.500   1215.940 0 # matmult_nmk
 93750.000    585.934 248 # matmult_nmk
     2.344    823.588 0 # matmult_nkm
     9.375   1396.127 0 # matmult_nkm
    58.594   1586.165 0 # matmult_nkm
   234.375   1479.819 0 # matmult_nkm
   937.500   1009.209 0 # matmult_nkm
  5859.375    502.549 0 # matmult_nkm
 23437.500    501.965 0 # matmult_nkm
 93750.000    320.614 248 # matmult_nkm
     2.344    854.651 0 # matmult_kmn
     9.375   1700.491 0 # matmult_kmn
    58.594   2202.525 0 # matmult_kmn
   234.375   2319.385 0 # matmult_kmn
   937.500   2179.209 0 # matmult_kmn
  5859.375   2295.467 0 # matmult_kmn
 23437.500   2386.628 0 # matmult_kmn
 93750.000   1990.827 248 # matmult_kmn
     2.344    822.793 0 # matmult_knm
     9.375   1399.412 0 # matmult_knm
    58.594   1601.028 0 # matmult_knm
   234.375   1484.808 0 # matmult_knm
   937.500    990.245 0 # matmult_knm
  5859.375    498.133 0 # matmult_knm
 23437.500    496.437 0 # matmult_knm
 93750.000    320.918 248 # matmult_knm
     2.344   1075.546 0 # matmult_lib
     9.375   2903.809 0 # matmult_lib
    58.594   6262.067 0 # matmult_lib
   234.375   6992.781 0 # matmult_lib
   937.500   8224.147 0 # matmult_lib
  5859.375   8384.690 0 # matmult_lib
 23437.500   8493.476 0 # matmult_lib
 93750.000   8490.710 0 # matmult_lib
%10 20 50 100 200 500 1000 2000
