     2.344   1037.196 # matmult_nat
%10 20 50 100
     9.375   1902.514 # matmult_nat
%10 20 50 100
    58.594   1731.556 # matmult_nat
%10 20 50 100
   234.375   1668.822 # matmult_nat
%10 20 50 100
     2.344    939.391 # matmult_mnk
%10 20 50 100
     9.375   1727.447 # matmult_mnk
%10 20 50 100
    58.594   1565.856 # matmult_mnk
%10 20 50 100
   234.375   1580.493 # matmult_mnk
%10 20 50 100
     2.344    869.546 # matmult_mkn
%10 20 50 100
     9.375   1664.036 # matmult_mkn
%10 20 50 100
    58.594   2180.510 # matmult_mkn
%10 20 50 100
   234.375   2302.711 # matmult_mkn
%10 20 50 100
     2.344    944.210 # matmult_nmk
%10 20 50 100
     9.375   1716.762 # matmult_nmk
%10 20 50 100
    58.594   1587.611 # matmult_nmk
%10 20 50 100
   234.375   1577.335 # matmult_nmk
%10 20 50 100
     2.344    817.869 # matmult_nkm
%10 20 50 100
     9.375   1391.961 # matmult_nkm
%10 20 50 100
    58.594   1583.689 # matmult_nkm
%10 20 50 100
   234.375   1487.363 # matmult_nkm
%10 20 50 100
     2.344    846.687 # matmult_kmn
%10 20 50 100
     9.375   1699.667 # matmult_kmn
%10 20 50 100
    58.594   2201.455 # matmult_kmn
%10 20 50 100
   234.375   2319.051 # matmult_kmn
%10 20 50 100
     2.344    817.724 # matmult_knm
%10 20 50 100
     9.375   1394.311 # matmult_knm
%10 20 50 100
    58.594   1599.007 # matmult_knm
%10 20 50 100
   234.375   1474.633 # matmult_knm
%10 20 50 100
%10 20 50 100
%10 20 50 100
%10 20 50 100
%10 20 50 100
