     2.344   1053.852 0 # matmult_nat
     9.375   1903.222 0 # matmult_nat
    58.594   1733.776 0 # matmult_nat
   234.375   1671.021 0 # matmult_nat
   937.500   1424.573 0 # matmult_nat
  5859.375   1198.543 0 # matmult_nat
 23437.500   1163.437 0 # matmult_nat
 93750.000    673.020 248 # matmult_nat
     2.344    948.512 0 # matmult_mnk
     9.375   1734.650 0 # matmult_mnk
    58.594   1568.884 0 # matmult_mnk
   234.375   1373.382 0 # matmult_mnk
   937.500   1193.947 0 # matmult_mnk
  5859.375   1000.538 0 # matmult_mnk
 23437.500   1099.847 0 # matmult_mnk
 93750.000    670.212 248 # matmult_mnk
     2.344    796.676 0 # matmult_mkn
     9.375   1560.777 0 # matmult_mkn
    58.594   1975.541 0 # matmult_mkn
   234.375   2008.294 0 # matmult_mkn
   937.500   2179.996 0 # matmult_mkn
  5859.375   2316.411 0 # matmult_mkn
 23437.500   2367.075 0 # matmult_mkn
 93750.000   2128.567 248 # matmult_mkn
     2.344    866.454 0 # matmult_nmk
     9.375   1452.921 0 # matmult_nmk
    58.594   1325.565 0 # matmult_nmk
   234.375   1381.342 0 # matmult_nmk
   937.500   1240.288 0 # matmult_nmk
  5859.375   1071.072 0 # matmult_nmk
 23437.500   1142.652 0 # matmult_nmk
 93750.000    644.603 248 # matmult_nmk
     2.344    795.795 0 # matmult_nkm
     9.375   1321.156 0 # matmult_nkm
    58.594   1299.484 0 # matmult_nkm
   234.375   1312.726 0 # matmult_nkm
   937.500    990.773 0 # matmult_nkm
  5859.375    501.569 0 # matmult_nkm
 23437.500    504.194 0 # matmult_nkm
 93750.000    334.289 248 # matmult_nkm
     2.344    836.089 0 # matmult_kmn
     9.375   1561.978 0 # matmult_kmn
    58.594   1974.644 0 # matmult_kmn
   234.375   1998.491 0 # matmult_kmn
   937.500   2010.925 0 # matmult_kmn
  5859.375   2235.903 0 # matmult_kmn
 23437.500   2142.338 0 # matmult_kmn
 93750.000   1952.174 248 # matmult_kmn
     2.344    797.927 0 # matmult_knm
     9.375   1325.279 0 # matmult_knm
    58.594   1337.284 0 # matmult_knm
   234.375   1345.087 0 # matmult_knm
   937.500    968.006 0 # matmult_knm
  5859.375    497.045 0 # matmult_knm
 23437.500    498.278 0 # matmult_knm
 93750.000    331.667 248 # matmult_knm
     2.344   1071.211 0 # matmult_lib
     9.375   2893.087 0 # matmult_lib
    58.594   6249.269 0 # matmult_lib
   234.375   6996.760 0 # matmult_lib
   937.500   8223.021 0 # matmult_lib
  5859.375   8384.245 0 # matmult_lib
 23437.500   8487.335 0 # matmult_lib
 93750.000   8498.564 0 # matmult_lib
%10 20 50 100 200 500 1000 2000
