     2.344   1048.113 0 # matmult_nat
     9.375   1927.040 0 # matmult_nat
    58.594   1739.409 0 # matmult_nat
   234.375   1683.896 0 # matmult_nat
   937.500   1414.729 0 # matmult_nat
  5859.375   1205.904 0 # matmult_nat
 23437.500   1171.864 0 # matmult_nat
 93750.000    699.557 248 # matmult_nat
     2.344    939.246 0 # matmult_mnk
     9.375   1729.947 0 # matmult_mnk
    58.594   1569.034 0 # matmult_mnk
   234.375   1584.451 0 # matmult_mnk
   937.500   1300.221 0 # matmult_mnk
  5859.375    999.294 0 # matmult_mnk
 23437.500   1099.013 0 # matmult_mnk
 93750.000    678.594 248 # matmult_mnk
     2.344    793.475 0 # matmult_mkn
     9.375   1559.215 0 # matmult_mkn
    58.594   1965.721 0 # matmult_mkn
   234.375   2000.815 0 # matmult_mkn
   937.500   2181.519 0 # matmult_mkn
  5859.375   2316.177 0 # matmult_mkn
 23437.500   2367.434 0 # matmult_mkn
 93750.000   2169.986 248 # matmult_mkn
     2.344    862.178 0 # matmult_nmk
     9.375   1456.344 0 # matmult_nmk
    58.594   1466.210 0 # matmult_nmk
   234.375   1380.468 0 # matmult_nmk
   937.500   1249.884 0 # matmult_nmk
  5859.375   1064.021 0 # matmult_nmk
 23437.500   1181.667 0 # matmult_nmk
 93750.000    649.055 248 # matmult_nmk
     2.344    801.909 0 # matmult_nkm
     9.375   1324.260 0 # matmult_nkm
    58.594   1299.795 0 # matmult_nkm
   234.375   1324.638 0 # matmult_nkm
   937.500    985.274 0 # matmult_nkm
  5859.375    501.681 0 # matmult_nkm
 23437.500    501.743 0 # matmult_nkm
 93750.000    332.172 248 # matmult_nkm
     2.344    839.695 0 # matmult_kmn
     9.375   1560.784 0 # matmult_kmn
    58.594   1976.257 0 # matmult_kmn
   234.375   2001.011 0 # matmult_kmn
   937.500   2081.858 0 # matmult_kmn
  5859.375   2236.232 0 # matmult_kmn
 23437.500   2299.357 0 # matmult_kmn
 93750.000   1932.016 248 # matmult_kmn
     2.344    802.833 0 # matmult_knm
     9.375   1327.614 0 # matmult_knm
    58.594   1303.513 0 # matmult_knm
   234.375   1333.346 0 # matmult_knm
   937.500    969.811 0 # matmult_knm
  5859.375    497.553 0 # matmult_knm
 23437.500    498.510 0 # matmult_knm
 93750.000    333.596 248 # matmult_knm
     2.344   1062.301 0 # matmult_lib
     9.375   2902.388 0 # matmult_lib
    58.594   6258.562 0 # matmult_lib
   234.375   7004.111 0 # matmult_lib
   937.500   8232.126 0 # matmult_lib
  5859.375   8386.227 0 # matmult_lib
 23437.500   8493.607 0 # matmult_lib
 93750.000   8503.795 0 # matmult_lib
%10 20 50 100 200 500 1000 2000
