     2.344    948.160 0 # matmult_nat
     9.375   1757.131 0 # matmult_nat
    58.594   1627.656 0 # matmult_nat
   234.375   1585.238 0 # matmult_nat
   937.500   1394.747 0 # matmult_nat
  5859.375   1193.259 0 # matmult_nat
 23437.500   1229.639 0 # matmult_nat
 93750.000    732.231 248 # matmult_nat
     2.344    895.348 0 # matmult_mnk
     9.375   1550.160 0 # matmult_mnk
    58.594   1416.246 0 # matmult_mnk
   234.375   1430.553 0 # matmult_mnk
   937.500   1256.473 0 # matmult_mnk
  5859.375   1094.368 0 # matmult_mnk
 23437.500   1113.748 0 # matmult_mnk
 93750.000    683.486 248 # matmult_mnk
     2.344    886.490 0 # matmult_mkn
     9.375   1657.917 0 # matmult_mkn
    58.594   1767.598 0 # matmult_mkn
   234.375   1961.727 0 # matmult_mkn
   937.500   2040.931 0 # matmult_mkn
  5859.375   2113.079 0 # matmult_mkn
 23437.500   2136.629 0 # matmult_mkn
 93750.000   1971.055 248 # matmult_mkn
     2.344    887.110 0 # matmult_nmk
     9.375   1544.450 0 # matmult_nmk
    58.594   1415.015 0 # matmult_nmk
   234.375   1434.489 0 # matmult_nmk
   937.500   1306.844 0 # matmult_nmk
  5859.375   1157.724 0 # matmult_nmk
 23437.500   1226.331 0 # matmult_nmk
 93750.000    662.134 248 # matmult_nmk
     2.344    773.454 0 # matmult_nkm
     9.375   1237.520 0 # matmult_nkm
    58.594   1285.186 0 # matmult_nkm
   234.375   1412.851 0 # matmult_nkm
   937.500    984.285 0 # matmult_nkm
  5859.375    501.764 0 # matmult_nkm
 23437.500    502.066 0 # matmult_nkm
 93750.000    317.067 248 # matmult_nkm
     2.344    893.403 0 # matmult_kmn
     9.375   1710.653 0 # matmult_kmn
    58.594   2022.147 0 # matmult_kmn
   234.375   2107.994 0 # matmult_kmn
   937.500   1981.303 0 # matmult_kmn
  5859.375   2065.210 0 # matmult_kmn
 23437.500   2117.842 0 # matmult_kmn
 93750.000   1810.809 248 # matmult_kmn
     2.344    805.299 0 # matmult_knm
     9.375   1350.884 0 # matmult_knm
    58.594   1508.055 0 # matmult_knm
   234.375   1359.112 0 # matmult_knm
   937.500    977.930 0 # matmult_knm
  5859.375    496.949 0 # matmult_knm
 23437.500    493.453 0 # matmult_knm
 93750.000    319.043 248 # matmult_knm
     2.344   1062.199 0 # matmult_lib
     9.375   2905.448 0 # matmult_lib
    58.594   6263.508 0 # matmult_lib
   234.375   6988.667 0 # matmult_lib
   937.500   8217.861 0 # matmult_lib
  5859.375   8379.612 0 # matmult_lib
 23437.500   8486.183 0 # matmult_lib
 93750.000   8489.827 0 # matmult_lib
%10 20 50 100 200 500 1000 2000
