     2.344   1043.269 # matmult_nat
%10 20 50 100
     9.375   1902.144 # matmult_nat
%10 20 50 100
    58.594   1731.988 # matmult_nat
%10 20 50 100
   234.375   1669.713 # matmult_nat
%10 20 50 100
     2.344    942.153 # matmult_mnk
%10 20 50 100
     9.375   1723.783 # matmult_mnk
%10 20 50 100
    58.594   1567.536 # matmult_mnk
%10 20 50 100
   234.375   1580.193 # matmult_mnk
%10 20 50 100
     2.344    873.056 # matmult_mkn
%10 20 50 100
     9.375   1675.945 # matmult_mkn
%10 20 50 100
    58.594   2179.531 # matmult_mkn
%10 20 50 100
   234.375   2304.324 # matmult_mkn
%10 20 50 100
     2.344    944.290 # matmult_nmk
%10 20 50 100
     9.375   1717.014 # matmult_nmk
%10 20 50 100
    58.594   1586.744 # matmult_nmk
%10 20 50 100
   234.375   1577.800 # matmult_nmk
%10 20 50 100
     2.344    816.983 # matmult_nkm
%10 20 50 100
     9.375   1389.219 # matmult_nkm
%10 20 50 100
    58.594   1584.360 # matmult_nkm
%10 20 50 100
   234.375   1463.896 # matmult_nkm
%10 20 50 100
     2.344    847.181 # matmult_kmn
%10 20 50 100
     9.375   1693.856 # matmult_kmn
%10 20 50 100
    58.594   2197.873 # matmult_kmn
%10 20 50 100
   234.375   2317.669 # matmult_kmn
%10 20 50 100
     2.344    817.718 # matmult_knm
%10 20 50 100
     9.375   1385.911 # matmult_knm
%10 20 50 100
    58.594   1576.020 # matmult_knm
%10 20 50 100
   234.375   1471.587 # matmult_knm
%10 20 50 100
%10 20 50 100
%10 20 50 100
%10 20 50 100
%10 20 50 100
